"","tax1","tax2","tax3","tax4","tax5","tax6","tax7"
"OTU_22913","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__unidentified","s__Peniophoraceae sp"
"OTU_55366","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae",NA,NA
"OTU_75730","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Cochliobolus",NA
"OTU_45326","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Incertae sedis","g__Phoma","s__Phoma saxea"
"OTU_69363","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium",NA
"OTU_55441","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_31484","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_64965","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae",NA,NA
"OTU_64579","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium",NA
"OTU_805","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"OTU_43072","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_4694","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_54058","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Incertae sedis","g__Toxicocladosporium","s__Toxicocladosporium sp FF_2011"
"OTU_276","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma","s__Trichoderma longibrachiatum"
"OTU_58288","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__unidentified","s__uncultured Cladosporium"
"OTU_33280","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_76091","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_54910","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_21027","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Incertae sedis","g__Phoma","s__Phoma macrostoma"
"OTU_64672","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__unidentified","g__unidentified","s__Tremellales sp TG05"
"OTU_73029","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_55076","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Aureobasidium","s__Aureobasidium pullulans"
"OTU_856","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU_850","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Marasmiaceae","g__Gymnopus","s__Gymnopus ocior"
"OTU_43744","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_36731","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Incertae sedis","g__unidentified","s__Pleosporales sp"
"OTU_45887","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_43644","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Dendrophora","s__Dendrophora sp"
"OTU_37091","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium",NA
"OTU_645","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Hymenochaete","s__Hymenochaete sp"
"OTU_54751","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_62739","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_56743","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__unidentified","g__unidentified","s__Pleosporales sp 1 MU_2012"
"OTU_49840","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Incertae sedis","g__Phoma",NA
"OTU_2659","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Incertae sedis","g__Toxicocladosporium","s__Toxicocladosporium sp FF_2011"
"OTU_52537","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium",NA
"OTU_57882","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Incertae sedis","g__Phoma",NA
"OTU_67019","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__Alternaria alternata"
"OTU_2753","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_63044","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_45637","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora",NA
"OTU_75473","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__unidentified","s__uncultured Cladosporium"
"OTU_33342","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_35668","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Incertae sedis","g__Monographella","s__Monographella cucumerina"
"OTU_62232","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_71393","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU_48398","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Incertae sedis","g__Monographella","s__Monographella cucumerina"
"OTU_7934","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium",NA
"OTU_26459","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_57051","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_22007","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Incertae sedis","g__Toxicocladosporium","s__Toxicocladosporium sp FF_2011"
"OTU_48150","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Incertae sedis","g__Toxicocladosporium","s__Toxicocladosporium sp FF_2011"
"OTU_59067","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora",NA
"OTU_69085","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_55084","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Incertae sedis","g__Toxicocladosporium","s__Toxicocladosporium sp FF_2011"
"OTU_1106","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Niessliaceae","g__Monocillium","s__Monocillium indicum"
"OTU_57828","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Stagonospora",NA
"OTU_1610","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Lopharia","s__Lopharia cinerascens"
"OTU_53828","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Incertae sedis","g__Erythrobasidium","s__Erythrobasidium hasegawianum"
"OTU_74785","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_37060","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Incertae sedis","g__Sporobolomyces",NA
"OTU_5868","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA
"OTU_73102","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__unidentified","s__uncultured Cladosporium"
"OTU_482","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Cystofilobasidiaceae","g__Mrakia","s__Mrakia robertii"
"OTU_56921","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Incertae sedis","g__Phoma",NA
"OTU_1839","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_46277","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Lewia","s__Lewia infectoria"
"OTU_75333","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_74639","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Incertae sedis","g__Cryptococcus","s__Cryptococcus psychrotolerans"
"OTU_44701","k__Fungi","p__Ascomycota","c__Incertae sedis","o__Incertae sedis","f__Incertae sedis","g__Hansfordia","s__Hansfordia pulvinata"
"OTU_3847","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Incertae sedis","g__Phoma","s__Phoma macrostoma"
"OTU_1137","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae","g__Lasiodiplodia","s__Lasiodiplodia theobromae"
"OTU_1665","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Atheliaceae","g__unidentified","s__Atheliaceae sp"
"OTU_771","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae",NA,NA
"OTU_69321","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_74130","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium",NA
"OTU_75934","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_41252","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Epicoccum","s__Epicoccum nigrum"
"OTU_74330","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Erysiphales","f__Erysiphaceae","g__Blumeria","s__Blumeria graminis"
"OTU_58783","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_38610","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Incertae sedis","g__Toxicocladosporium","s__Toxicocladosporium sp FF_2011"
"OTU_50986","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Kabatiella","s__Kabatiella sp"
"OTU_38103","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_59316","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_2679","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Coniothyrium","s__Coniothyrium sp JK27"
"OTU_66754","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae",NA,NA
"OTU_75625","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium tenuissimum"
"OTU_3525","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales",NA,NA,NA
"OTU_74374","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora",NA
"OTU_1258","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Incertae sedis","g__Phlebiella","s__Phlebiella christiansenii"
"OTU_31815","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Incertae sedis","g__Toxicocladosporium","s__Toxicocladosporium sp FF_2011"
"OTU_68998","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__unidentified","g__unidentified","s__Pleosporales sp 1 MU_2012"
"OTU_56655","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_65820","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_8426","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae","g__Aureobasidium","s__Aureobasidium pullulans"
"OTU_70892","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__unidentified","s__uncultured Cladosporium"
"OTU_69323","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_61888","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria",NA
"OTU_7078","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothioraceae",NA,NA
"OTU_48744","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium",NA
"OTU_75758","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Incertae sedis",NA,NA
"OTU_403","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Phlebia","s__Phlebia livida"
"OTU_74762","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_59347","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU_22174","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_73854","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_65883","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__unidentified","s__uncultured Cladosporium"
"OTU_829","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phanerochaete","s__Phanerochaete sp 9_1_2"
"OTU_74688","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU_33515","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_51488","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae",NA,NA
"OTU_37718","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium",NA
"OTU_74128","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_54456","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_298","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Incertae sedis","g__Rhodotorula","s__Rhodotorula mucilaginosa"
"OTU_64457","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_890","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Auriscalpiaceae","g__Lentinellus","s__Lentinellus castoreus"
"OTU_36090","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__Taphrina aff virginica 0461c"
"OTU_73109","k__Fungi","p__Ascomycota","c__Incertae sedis","o__Incertae sedis","f__Incertae sedis","g__Sphaeriothyrium","s__Sphaeriothyrium filicinum"
"OTU_39657","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA
"OTU_68679","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Incertae sedis","g__Phoma",NA
"OTU_50757","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Diatrypaceae","g__Eutypella","s__Eutypella vitis"
"OTU_33941","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Incertae sedis","g__Rhodotorula","s__Rhodotorula nothofagi"
"OTU_71491","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__unidentified","s__uncultured Cladosporium"
"OTU_1600","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Hypoxylon","s__Hypoxylon macrocarpum"
"OTU_59894","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_1317","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Incertae sedis","g__Cryptococcus","s__Cryptococcus aff taibaiensis IMUFRJ 51982"
"OTU_51495","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_59886","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__unidentified","g__unidentified","s__Pleosporales sp 1 MU_2012"
"OTU_74552","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae",NA,NA
"OTU_40862","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Coniothyrium","s__Coniothyrium multiporum"
"OTU_1398","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Incertae sedis","g__Cryptococcus","s__Cryptococcus aff amylolyticus AS 22501"
"OTU_510","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Fomitopsidaceae","g__Antrodia","s__Antrodia sinuosa"
"OTU_3251","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Incertae sedis","g__Trichaptum","s__Trichaptum abietinum"
"OTU_710","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"OTU_2190","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Diaporthaceae","g__Phomopsis",NA
"OTU_18661","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Ulocladium","s__Ulocladium sp JH14"
"OTU_442","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Hyphoderma","s__Hyphoderma setigerum"
"OTU_53400","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Incertae sedis","g__Erythrobasidium","s__Erythrobasidium hasegawianum"
"OTU_75225","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_75003","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae",NA,NA
"OTU_47690","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA
"OTU_2816","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Incertae sedis","g__Rhodotorula","s__Rhodotorula sp JJP_2009a"
"OTU_59303","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_538","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Incertae sedis",NA,NA
"OTU_724","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Hydnodontaceae","g__Sistotremastrum","s__Sistotremastrum sp"
"OTU_51727","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium",NA
"OTU_74795","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_56499","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium",NA
"OTU_73496","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Lewia","s__Lewia infectoria"
"OTU_51294","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora",NA
"OTU_32638","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_62666","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Incertae sedis","g__Toxicocladosporium","s__Toxicocladosporium sp FF_2011"
"OTU_70081","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"OTU_68189","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Incertae sedis","g__Sporobolomyces","s__Sporobolomyces roseus"
"OTU_43841","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_64473","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA
"OTU_4704","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Meyerozyma","s__Meyerozyma caribbica"
"OTU_1465","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__Phaeosphaeria pontiformis"
"OTU_56305","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU_57742","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Incertae sedis","g__Phoma",NA
"OTU_39153","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae",NA,NA
"OTU_2370","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__Taphrina sp"
"OTU_29782","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Incertae sedis","g__Phoma",NA
"OTU_76069","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium",NA
"OTU_55080","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"OTU_74773","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria",NA
"OTU_63459","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__unidentified","s__uncultured Cladosporium"
"OTU_54860","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Coprinus","s__Coprinus sp TM03"
"OTU_9405","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Stereaceae","g__Xylobolus","s__Xylobolus annosus"
"OTU_54887","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae",NA,NA
"OTU_34500","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Davidiellaceae","g__Cladosporium","s__Cladosporium sphaerospermum"
"OTU_906","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__unidentified","g__unidentified","s__Xylariales sp CY238"
"OTU_57207","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"OTU_70012","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Incertae sedis","g__Coniosporium",NA
"OTU_387","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Penicillium",NA
